ID,F16,F17,F18,F19,F20,F23,F24,F25
440269,4,1,2,有,有,,0,0
440270,3,2,1,有,無,,0,0
440271,3,2,2,有,有,,0,0
440272,3,2,2,有,無,坡道平面,32.04000092,950000
440273,3,2,2,有,無,坡道平面,32.04000092,950000
440274,3,2,2,有,無,坡道平面,32.04000092,950000
440275,3,2,2,有,無,坡道平面,28.62000084,850000
440276,3,2,2,有,無,坡道平面,28.62000084,950000
440277,2,1,1,有,無,,0,0
440278,3,2,2,有,無,,0,0
440279,3,2,1,有,無,,0,0
440280,3,1,1,有,無,,0,0
440281,3,2,2,有,無,,0,0
440282,0,0,0,有,有,坡道平面,41.38000107,400000
440283,0,0,0,有,有,坡道平面,33.88000107,400000
440284,0,0,0,有,有,坡道平面,41.38000107,400000
440285,0,0,0,有,有,坡道平面,43.43000031,400000
440286,3,2,2,有,有,,0,0
440287,3,2,2,有,無,,0,0
440288,3,1,1,有,有,,0,0
440289,3,2,1,有,有,,0,0
440290,0,1,1,有,有,,0,0
440291,3,2,2,有,無,,0,0
440292,0,0,0,有,無,,0,0
440293,3,1,1,有,有,,0,0
440294,3,2,1,有,有,升降機械,0,0
440295,0,0,0,無,無,,0,0
440296,4,0,1,有,無,,0,0
440297,2,1,1,有,有,,0,0
440298,3,2,2,有,無,坡道平面,0,0
440299,4,2,2,有,有,坡道平面,36.54000092,0
440300,3,2,2,有,有,,0,0
440301,3,2,2,有,有,,0,0
440302,0,0,0,有,無,,0,0
440303,0,0,0,有,無,,0,0
440304,0,0,0,無,無,,0,0
440305,0,0,0,無,無,,0,0
440306,3,1,2,有,無,,0,0
440307,2,1,1,有,有,坡道平面,0,0
440308,3,1,1,有,有,,0,0
440309,3,1,1,有,無,,0,0
440310,0,0,0,無,有,,0,0
440311,3,2,1,有,無,,0,0
440312,0,0,0,無,有,,0,0
440313,4,2,2,有,有,坡道機械,0,0
440314,3,2,2,有,無,,0,0
440315,2,1,1,有,無,,0,0
440316,1,0,1,有,有,,0,0
440317,2,1,1,有,無,,0,0
440318,3,2,2,有,無,,0,0
440319,3,1,2,有,有,,0,0
440320,1,1,1,有,有,,0,0
440321,3,2,2,有,有,坡道平面,0,0
440322,3,2,2,有,有,,0,0
440323,2,1,1,有,無,,0,0
440324,3,1,2,有,無,,0,0
440325,3,2,2,有,無,升降機械,0,0
440326,4,1,2,有,無,,0,0
440327,0,0,0,有,有,坡道平面,37.56999969,400000
440328,0,0,0,有,有,一樓平面,33.29999924,300000
440329,3,1,1,有,有,,0,0
440330,2,1,1,有,有,,0,0
440331,4,2,2,有,有,,0,0
440332,2,1,1,有,有,,0,0
440333,4,2,2,有,有,坡道機械,19.63999939,1300000
440334,4,2,2,有,有,坡道平面,19.64999962,950000
440335,3,2,2,有,有,,0,0
440336,3,2,2,有,有,,0,0
440337,3,2,2,有,有,,0,0
440338,0,0,0,有,有,坡道平面,36.52999878,350000
440339,4,3,2,有,無,,0,0
440340,3,1,2,有,無,,0,0
440341,2,1,1,有,無,,0,0
440342,3,2,2,有,有,坡道平面,80.36000061,1800000
440343,3,2,2,有,有,坡道機械,23.61000061,0
440344,3,2,2,有,有,,0,0
440345,3,2,2,有,無,,0,0
440346,3,2,1,有,無,,0,0
440347,4,2,3,有,有,坡道平面,50.29999924,2700000
440348,4,2,3,有,有,坡道平面,50.29999924,2650000
440349,2,1,1,有,有,,0,0
440350,4,2,2,有,有,坡道平面,34.61999893,0
440351,3,3,3,有,無,一樓平面,0,0
440352,3,2,2,有,無,,0,0
440353,3,2,2,有,無,,0,0
440354,4,2,1,有,無,,0,0
440355,6,4,3,有,無,,0,0
440356,4,2,2,有,無,,0,0
440357,3,2,1,有,有,,0,0
440358,2,2,2,有,有,,0,0
440359,2,1,1,有,有,,0,0
440360,3,2,2,有,有,坡道平面,0,0
440361,3,1,2,有,無,,0,0
440362,0,0,0,有,有,坡道平面,34.15000153,522000
440363,3,1,1,有,有,,0,0
440364,2,1,1,有,無,,0,0
440365,2,1,1,有,有,坡道平面,0,0
440366,3,2,2,有,有,坡道平面,22.62000084,0
440367,3,2,2,有,無,,0,0
440368,2,1,1,有,無,,0,0
440369,3,2,2,有,無,,0,0
440370,1,0,1,有,有,,0,0
440371,3,2,2,有,有,坡道平面,0,0
440372,2,1,1,有,有,,0,0
440373,3,1,1,有,無,,0,0
440374,2,1,1,有,有,,0,0
440375,4,2,2,有,無,,0,0
440376,8,0,8,有,無,,0,0
440377,3,2,1,有,無,,0,0
440378,2,1,2,有,有,,0,0
440379,1,1,1,有,有,,0,0
440380,3,2,2,有,有,坡道平面,0,0
440381,4,2,2,有,有,坡道平面,46.45000076,0
440382,3,2,1,有,無,,0,0
440383,5,2,2,有,無,坡道平面,0,0
440384,0,0,0,有,無,,0,0
440385,3,2,2,有,有,,0,0
440386,3,2,2,有,有,,0,0
440387,3,2,2,有,有,,0,0
440388,3,2,2,有,有,坡道平面,14.97999954,1100000
440389,4,2,2,有,有,,0,0
440390,2,1,1,有,無,,0,0
440391,3,2,1,有,有,坡道平面,0,0
440392,2,2,2,有,無,,0,0
440393,2,2,1,有,有,,0,0
440394,3,1,2,有,無,,0,0
440395,0,0,0,有,無,,0,0
440396,4,2,2,有,有,坡道平面,14.97999954,1100000
440397,4,2,2,有,有,坡道平面,14.97999954,1100000
440398,3,2,2,有,有,,0,0
440399,0,0,0,有,有,坡道平面,35.40999985,430000
440400,0,0,0,有,有,升降機械,16.53000069,250000
440401,3,2,2,有,無,坡道平面,32.04000092,1050000
440402,3,2,2,有,無,坡道平面,28.62000084,900000
440403,3,2,2,有,無,坡道平面,28.62000084,900000
440404,3,2,2,有,無,坡道平面,32.04000092,1050000
440405,3,2,2,有,無,坡道平面,32.04000092,900000
440406,2,2,1,有,無,坡道平面,28.62000084,900000
440407,3,2,2,有,無,坡道平面,28.62000084,950000
440408,0,0,1,無,有,,0,0
440409,3,2,1,有,無,,0,0
440410,3,2,2,有,有,,0,0
440411,5,2,3,有,有,,0,0
440412,4,2,2,有,無,,0,0
440413,3,2,1,有,無,,0,0
440414,3,2,2,有,無,,0,0
440415,1,0,1,有,有,,0,0
440416,6,3,4,有,無,,0,0
440417,3,2,2,有,有,坡道平面,14.97999954,1100000
440418,3,2,2,有,有,坡道平面,12.96000004,1000000
440419,3,1,2,有,無,,0,0
440420,2,1,1,有,無,,0,0
440421,3,2,2,有,無,,0,0
440422,0,0,0,無,無,,0,0
440423,3,2,2,有,有,坡道平面,0,0
440424,3,2,2,有,有,,0,0
440425,1,1,1,有,有,,0,0
440426,2,1,1,有,無,,0,0
440427,3,2,2,有,有,,0,0
440428,3,2,2,有,有,坡道平面,0,0
440429,5,2,2,有,有,坡道平面,0,0
440430,0,0,0,有,無,,0,0
440431,3,2,2,有,有,坡道機械,0,0
440432,3,2,2,有,有,,0,0
440433,3,2,2,有,有,,0,0
440434,0,0,0,無,無,,0,0
440435,0,0,0,無,無,,0,0
440436,4,0,6,有,無,,0,0
440437,3,2,2,有,無,,0,0
440438,3,2,2,有,有,,0,0
440439,0,0,0,有,無,,0,0
440440,2,1,2,有,有,,0,0
440441,1,0,1,有,有,,0,0
440442,4,2,2,有,有,,0,0
440443,2,1,1,有,無,,0,0
440444,3,2,1,有,有,,0,0
440445,2,1,1,有,無,,0,0
440446,2,1,1,有,有,,0,0
440447,5,2,3,有,有,坡道機械,31.5,0
440448,0,0,0,有,有,坡道平面,30.04000092,450000
440449,3,2,2,有,有,坡道平面,0,0
440450,3,2,2,有,有,,0,0
440451,3,2,2,有,有,,0,0
440452,3,2,2,有,有,,0,0
440453,3,2,2,有,無,,0,0
440454,4,2,2,有,有,,0,0
440455,4,3,4,有,有,坡道平面,217.6499939,0
440456,1,1,1,有,有,,0,0
440457,3,2,2,有,無,,0,0
440458,3,1,1,有,無,,0,0
440459,3,2,1,有,有,,0,0
440460,3,2,1,有,無,,0,0
440461,3,2,2,有,有,坡道平面,43.43000031,0
440462,3,2,2,有,有,坡道平面,41.38000107,400000
440463,3,2,2,有,無,,0,0
440464,3,2,2,有,有,,0,0
440465,3,2,2,有,有,,0,0
440466,3,2,2,有,有,坡道機械,19.63999939,1100000
440467,3,2,2,有,有,坡道平面,19.64999962,800000
440468,3,2,2,有,有,,0,0
440469,3,2,1,有,無,,0,0
440470,3,2,3,有,有,,0,0
440471,0,0,1,有,無,坡道平面,0,0
440472,4,2,2,有,有,升降機械,0,0
440473,3,4,3,有,有,坡道平面,0,0
440474,2,1,1,有,無,,0,0
440475,3,2,2,有,有,坡道平面,40.18999863,800000
440476,6,4,4,有,無,,0,0
440477,2,1,1,有,無,,0,0
440478,3,2,2,有,無,坡道平面,42.61999893,1200000
440479,4,2,3,有,有,,0,0
440480,4,2,3,有,有,,0,0
440481,3,2,2,有,有,,0,0
440482,3,2,2,有,有,,0,0
440483,2,2,1,有,有,,0,0
440484,3,1,2,有,有,一樓平面,0,0
440485,2,2,1,有,無,坡道平面,0,0
440486,2,1,1,有,有,,0,0
440487,3,2,2,有,有,,0,0
440488,3,1,1,有,無,,0,0
440489,3,2,2,有,有,坡道平面,0,0
440490,2,1,1,有,有,,0,0
440491,3,2,2,有,有,,0,0
440492,2,0,1,有,無,,0,0
440493,3,2,2,有,有,坡道平面,0,0
440494,3,1,2,有,有,坡道平面,0,0
440495,3,2,2,有,無,,0,0
440496,0,0,0,有,無,,0,0
440497,3,0,3,有,無,,0,0
440498,3,1,1,有,有,坡道平面,0,0
440499,3,2,2,有,無,,0,0
440500,3,2,2,有,有,升降機械,15.40999985,400000
440501,3,2,2,有,有,升降機械,15.40999985,400000
440502,4,2,2,有,有,升降機械,16.29000092,400000
440503,3,2,2,有,有,,0,0
440504,4,2,2,有,無,,0,0
440505,0,0,0,無,有,,0,0
440506,3,1,2,有,無,,0,0
440507,3,2,2,有,有,坡道平面,0,0
440508,3,2,1,有,無,,0,0
440509,1,1,1,有,無,,0,0
440510,4,2,3,有,無,,0,0
440511,2,1,1,有,有,,0,0
440512,3,1,1,有,無,,0,0
440513,2,1,1,有,有,,0,0
440514,2,2,2,有,有,坡道平面,0,0
440515,1,1,1,有,有,坡道平面,38.45999908,0
440516,3,2,2,有,有,,0,0
440517,3,1,2,有,無,,0,0
440518,3,2,2,有,有,,0,0
440519,3,1,1,有,無,,0,0
440520,0,0,0,有,有,坡道平面,34.16999817,180000
440521,3,2,2,有,有,坡道機械,19.63999939,900000
440522,3,2,2,有,有,坡道平面,36.52999878,0
440523,4,2,2,有,無,,0,0
440524,3,2,2,有,有,坡道平面,32.18000031,0
440525,2,1,1,有,無,,0,0
440526,4,2,2,有,無,,0,0
440527,0,0,0,有,有,坡道平面,34.16999817,380000
440528,1,0,1,無,有,,0,0
440529,1,0,1,無,有,,0,0
440530,3,2,1,有,有,,0,0
440531,3,2,1,有,無,,0,0
440532,4,2,2,有,有,,0,0
440533,3,2,2,有,有,,0,0
440534,0,0,0,有,無,坡道平面,29.75,700000
440535,3,2,2,有,有,,0,0
440536,3,2,2,有,無,,0,0
440537,3,2,2,有,有,坡道平面,0,0
440538,3,2,2,有,有,,0,0
440539,3,2,2,有,有,,0,0
440540,3,2,2,有,有,,0,0
440541,2,2,1,有,無,,0,0
440542,0,0,0,無,有,,0,0
440543,0,0,0,有,有,坡道平面,341.7000122,1600000
440544,0,0,0,有,有,坡道平面,41.38000107,400000
440545,3,2,2,有,無,,0,0
440546,2,2,1,有,有,,0,0
440547,1,1,1,有,有,,0,0
440548,3,2,1,有,無,,0,0
440549,3,1,2,有,無,,0,0
440550,3,2,2,有,有,升降機械,0,0
440551,3,2,2,有,有,坡道平面,0,0
440552,4,3,3,有,有,坡道平面,0,0
440553,0,0,0,無,有,升降機械,0,0
440554,3,2,2,有,無,坡道平面,42.61999893,1300000
440555,3,2,2,有,無,坡道平面,32.04000092,950000
440556,1,1,1,有,有,坡道機械,0,0
440557,4,1,1,有,無,,0,0
440558,3,2,1,有,無,,0,0
440559,3,2,2,有,有,坡道平面,19.64999962,800000
440560,3,2,2,有,有,坡道平面,19.64999962,750000
440561,1,2,1,有,無,,0,0
440562,2,2,1,有,無,,0,0
440563,2,1,2,有,無,,0,0
440564,0,0,0,有,有,坡道平面,17.34000015,300000
440565,1,1,1,有,有,,0,0
440566,3,2,2,有,有,升降平面,0,0
440567,3,2,2,有,無,,0,0
440568,3,2,2,有,有,坡道平面,0,0
440569,3,2,2,有,有,坡道平面,0,0
440570,3,2,2,有,無,,0,0
440571,3,2,2,有,有,,0,0
440572,2,2,2,有,無,,0,0
440573,3,2,2,有,有,坡道平面,0,0
440574,2,1,1,有,無,,0,0
440575,3,2,2,有,有,坡道平面,0,0
440576,1,1,1,有,有,坡道平面,34.16999817,0
440577,2,2,1,有,無,,0,0
440578,3,1,2,有,有,,0,0
440579,3,1,1,有,無,,0,0
440580,2,1,2,有,有,坡道平面,41.38000107,400000
440581,3,1,2,有,有,,0,0
440582,3,2,2,有,有,坡道平面,59.54000092,0
440583,2,2,1,有,有,,0,0
440584,1,1,1,有,有,,0,0
440585,3,2,2,有,有,,0,0
440586,0,0,0,有,無,,0,0
440587,3,2,1,有,無,,0,0
440588,4,3,2,有,有,坡道平面,0,0
440589,4,2,2,有,有,坡道平面,0,0
440590,1,1,1,有,有,,0,0
440591,3,2,2,有,無,,0,0
440592,0,0,0,有,無,,0,0
440593,4,2,3,有,無,,0,0
440594,3,2,2,有,有,,0,0
440595,1,3,3,有,有,坡道平面,0,0
440596,3,2,2,有,有,,0,0
440597,3,1,1,有,無,,0,0
440598,4,2,2,有,有,坡道平面,0,0
440599,3,2,1,有,有,,0,0
440600,4,2,2,有,無,,0,0
440601,4,2,2,有,無,坡道平面,0,0
440602,0,0,0,有,無,坡道平面,34.25,870000
440603,3,2,1,有,有,,0,0
440604,3,2,2,有,無,,0,0
440605,3,2,2,有,有,坡道平面,0,0
440606,2,1,1,有,無,,0,0
440607,0,0,0,無,有,,0,0
440608,2,1,1,有,無,,0,0
440609,3,2,2,有,有,坡道平面,0,0
440610,3,2,2,有,有,坡道平面,0,0
440611,3,2,2,有,無,,0,0
440612,3,2,2,有,有,,0,0
440613,3,2,2,有,有,坡道機械,0,0
440614,4,3,4,有,無,,0,0
440615,2,1,1,有,有,,0,0
440616,3,2,2,有,有,,0,0
440617,2,2,1,有,有,坡道平面,41.36999893,0
440618,3,2,2,有,有,坡道平面,0,0
440619,3,2,2,有,有,,0,0
440620,4,2,2,有,無,,0,0
440621,1,0,1,有,有,,0,0
440622,3,2,2,有,有,坡道平面,0,0
440623,3,2,2,有,有,,0,0
440624,3,2,2,有,無,,0,0
440625,1,0,1,有,有,,0,0
440626,3,2,2,有,無,,0,0
440627,4,2,3,有,無,,0,0
440628,0,0,0,無,有,,0,0
440629,0,0,0,有,有,坡道平面,0,680000
440630,3,2,2,有,無,,0,0
440631,3,2,2,有,無,坡道平面,0,0
440632,2,1,2,有,無,,0,0
440633,0,0,0,無,無,,0,0
440634,3,2,1,有,無,,0,0
440635,2,2,1,有,無,,0,0
440636,1,3,3,有,有,坡道平面,0,0
440637,3,1,2,有,有,,0,0
440638,3,1,1,有,無,,0,0
440639,1,1,1,有,有,,0,0
440640,3,2,2,有,無,,0,0
440641,3,2,2,有,有,坡道平面,0,0
440642,2,1,1,有,無,,0,0
440643,2,1,1,有,有,坡道平面,0,0
440644,3,2,2,有,有,,0,0
440645,4,1,1,有,無,,0,0
440646,4,0,2,有,無,,0,0
440647,3,2,1,有,無,,0,0
440648,3,2,2,有,有,坡道平面,32.18000031,0
440649,0,0,0,無,無,,0,0
440650,3,2,3,有,無,,0,0
440651,0,0,1,無,無,,0,0
440652,2,1,2,有,有,,0,0
440653,3,2,2,有,有,坡道平面,0,0
440654,3,2,2,有,有,坡道平面,0,0
440655,3,2,1,有,無,,0,0
440656,2,2,1,有,無,,0,0
440657,3,1,1,有,無,,0,0
440658,3,2,2,有,無,,0,0
440659,3,2,2,有,無,,0,0
440660,4,2,2,有,有,,0,0
440661,3,1,1,有,無,,0,0
440662,3,2,2,有,有,,0,0
440663,4,2,3,有,無,,0,0
440664,3,2,2,有,無,,0,0
440665,3,2,2,有,無,,0,0
440666,0,0,0,無,無,,0,0
440667,3,2,2,有,無,,0,0
440668,4,2,2,有,有,,0,0
440669,4,2,2,有,有,坡道平面,37.81000137,0
440670,2,2,1,有,有,,0,0
440671,0,0,0,無,無,,0,0
440672,3,2,1,有,有,坡道平面,37.09000015,0
440673,3,2,2,有,無,坡道平面,28.62000084,900000
440674,3,2,2,有,無,坡道平面,28.62000084,900000
440675,3,1,2,有,無,,0,0
440676,3,2,2,有,無,,0,0
440677,2,1,1,有,有,,0,0
440678,4,2,2,有,有,,0,0
440679,3,2,2,有,有,,0,0
440680,0,0,0,有,無,,0,0
440681,2,1,1,有,有,,0,0
440682,3,2,2,有,有,坡道機械,19.63999939,1200000
440683,2,2,1,有,有,坡道平面,0,0
440684,3,2,2,有,有,坡道機械,19.63999939,1200000
440685,2,1,2,有,有,,0,0
440686,2,1,2,有,有,,0,0
440687,4,2,2,有,無,,0,0
440688,1,1,1,有,有,,0,0
440689,3,2,3,有,無,,0,0
440690,5,2,2,有,無,,0,0
440691,0,0,0,有,有,坡道平面,0,420000
440692,1,1,1,有,有,,0,0
440693,2,2,1,有,無,,0,0
440694,2,2,1,有,無,,0,0
440695,0,0,0,無,無,,0,0
440696,3,2,2,有,有,坡道平面,90.90000153,1700000
440697,0,0,0,有,無,,0,0
440698,3,2,2,有,有,坡道平面,34.99000168,400000
440699,2,1,2,有,有,,0,0
440700,3,2,2,有,有,,0,0
440701,3,2,2,有,有,坡道平面,19.64999962,1000000
440702,3,2,2,有,有,,0,0
440703,0,0,0,有,有,坡道平面,41.61000061,420000
440704,0,1,1,有,有,坡道機械,0,750000
440705,0,1,1,有,有,,0,0
440706,3,2,2,有,有,坡道機械,19.63999939,1100000
440707,2,2,2,有,有,坡道平面,38.72000122,0
440708,2,1,1,有,無,,0,0
440709,3,2,1,有,有,坡道平面,0,0
440710,3,2,2,有,有,,0,0
440711,4,2,2,有,有,坡道平面,0,0
440712,4,2,3,有,無,其他,0,0
440713,2,1,1,有,無,,0,0
440714,2,1,1,有,無,,0,0
440715,3,2,1,有,無,,0,0
440716,2,1,1,有,有,,0,0
440717,4,2,2,有,有,坡道平面,0,0
440718,2,1,1,有,無,,0,0
440719,0,0,0,無,無,,0,0
440720,0,0,0,有,無,,0,0
440721,0,0,0,有,無,,0,0
440722,3,2,2,有,有,坡道平面,0,0
440723,2,1,1,有,有,,0,0
440724,2,1,1,有,有,,0,0
440725,4,2,2,有,有,,0,0
440726,0,0,0,有,無,,0,0
440727,3,1,2,有,無,,0,0
440728,3,2,2,有,有,,0,0
440729,4,2,2,有,無,,0,0
440730,3,2,2,有,無,,0,0
440731,3,2,2,有,無,,0,0
440732,0,0,0,無,無,,0,0
440733,2,2,2,有,有,,0,0
440734,3,2,4,有,無,坡道平面,0,0
440735,3,2,2,有,無,,0,0
440736,2,2,1,有,有,,0,0
440737,1,1,1,有,有,,0,0
440738,2,1,1,有,無,,0,0
440739,1,1,2,無,無,,0,0
440740,4,2,2,有,無,,0,0
440741,4,2,2,有,有,,0,0
440742,3,1,1,有,無,,0,0
440743,5,3,3,有,無,,0,0
440744,2,1,1,有,無,,0,0
440745,1,1,1,有,有,,0,0
440746,3,1,2,有,無,,0,0
440747,0,0,0,有,有,坡道平面,36.52999878,400000
440748,4,2,2,有,無,,0,0
440749,1,1,1,有,有,,0,0
440750,2,2,1,有,無,,0,0
440751,5,1,2,有,無,,0,0
440752,1,1,1,有,無,,0,0
440753,0,0,0,有,有,坡道平面,34.16999817,0
440754,0,0,0,有,有,坡道平面,34.16999817,0
440755,0,0,0,有,有,坡道平面,34.16999817,0
440756,0,0,0,有,有,坡道平面,34.16999817,0
440757,0,0,0,有,有,坡道平面,34.16999817,0
440758,3,2,2,有,有,坡道平面,0,0
440759,0,0,0,無,無,,0,0
440760,3,2,2,有,無,坡道平面,28.62000084,900000
440761,3,2,2,有,無,坡道平面,28.62000084,900000
440762,3,2,2,有,無,坡道平面,32.04000092,950000
440763,1,3,3,有,有,,0,0
440764,3,1,1,有,無,,0,0
440765,4,2,3,有,有,坡道平面,0,0
440766,0,0,0,無,無,,0,0
440767,3,2,2,有,有,,0,0
440768,2,1,2,有,有,,0,0
440769,3,2,2,有,有,坡道平面,0,0
440770,2,1,2,有,有,,0,0
440771,2,2,1,有,有,,0,0
440772,3,1,1,有,無,,0,0
440773,2,1,1,有,有,,0,0
440774,3,2,2,有,有,,0,0
440775,3,2,3,有,無,,0,0
440776,3,2,2,有,有,坡道平面,34.36999893,0
440777,1,1,1,有,無,其他,0,0
440778,3,2,2,有,有,坡道平面,0,0
440779,3,2,1,有,無,,0,0
440780,2,2,1,有,有,,0,0
440781,4,2,2,有,有,坡道平面,0,0
440782,0,0,0,無,無,,0,0
440783,4,3,3,有,有,,0,0
440784,3,2,2,有,有,坡道平面,0,0
440785,2,1,1,有,有,,0,0
440786,3,2,1,有,無,,0,0
440787,1,0,1,有,有,,0,0
440788,1,1,1,有,有,,0,0
440789,3,2,2,有,有,,0,0
440790,3,2,2,有,無,,0,0
440791,1,1,1,有,無,,0,0
440792,4,2,2,有,有,升降機械,16.29000092,400000
440793,4,3,3,有,有,坡道平面,0,0
440794,3,2,2,有,有,,0,0
440795,0,0,0,有,無,,0,0
440796,3,2,2,有,有,升降機械,0,0
440797,2,1,1,有,無,,0,0
440798,4,2,2,有,無,,0,0
440799,3,2,2,有,有,,0,0
440800,5,2,3,有,無,,0,0
440801,3,2,2,有,有,,0,0
440802,4,2,2,有,無,坡道平面,31.14999962,0
440803,3,1,1,有,無,,0,0
440804,3,2,1,有,無,,0,0
440805,0,0,0,有,有,坡道平面,34.20999908,1000000
440806,5,2,3,有,無,,0,0
440807,4,2,2,有,有,升降機械,0,0
440808,1,1,1,有,有,坡道平面,0,0
440809,3,1,2,有,無,,0,0
440810,3,2,2,有,有,,0,0
440811,3,2,2,有,無,,0,0
440812,3,2,2,有,有,,0,0
440813,4,3,3,有,無,坡道平面,0,0
440814,4,2,2,有,有,坡道平面,14.97999954,1100000
440815,1,1,1,有,有,,0,0
440816,3,1,2,有,無,,0,0
440817,1,1,1,有,有,,0,0
440818,3,2,1,有,無,,0,0
440819,3,2,2,有,無,,0,0
440820,3,2,2,有,有,坡道平面,12.96000004,1000000
440821,0,0,0,有,有,坡道平面,38.09999847,850000
440822,3,2,2,有,有,,0,0
440823,4,3,3,有,有,,0,0
440824,4,2,2,有,有,坡道平面,12.96000004,1000000
440825,4,2,2,有,有,,0,0
440826,3,2,2,有,有,,0,0
440827,3,2,2,有,有,,0,0
440828,3,2,2,有,有,,0,0
440829,3,2,2,有,有,,0,0
440830,0,0,0,有,有,坡道平面,19.90999985,600000
440831,4,2,2,有,無,,0,0
440832,3,2,1,有,有,坡道平面,0,0
440833,3,2,2,有,有,,0,0
440834,2,2,2,有,有,,0,0
440835,2,1,1,有,無,,0,0
440836,3,2,1,有,無,,0,0
440837,4,2,2,有,有,坡道平面,25.14999962,1350000
440838,4,2,2,有,有,坡道平面,25.14999962,1350000
440839,7,4,4,有,無,,0,0
440840,3,2,2,有,有,,0,0
440841,3,1,1,有,無,,0,0
440842,3,1,1,有,無,,0,0
440843,2,1,1,有,無,,0,0
440844,5,2,3,有,有,坡道平面,21.29999924,0
440845,3,1,1,有,無,,0,0
440846,2,1,1,有,有,升降機械,30.28000069,0
440847,6,0,6,有,無,,0,0
440848,3,2,2,有,無,,0,0
440849,1,0,1,有,無,,0,0
440850,4,2,4,有,無,坡道平面,0,0
440851,3,1,1,有,無,,0,0
440852,2,1,1,有,無,,0,0
440853,3,2,2,有,有,,0,0
440854,2,1,1,有,無,,0,0
440855,4,2,2,有,有,,0,0
440856,3,2,2,有,有,,0,0
440857,3,2,2,有,無,,0,0
440858,3,2,2,有,有,,0,0
440859,4,2,2,有,有,坡道平面,0,0
440860,5,3,4,有,有,,0,0
440861,3,1,1,有,無,,0,0
440862,4,2,2,有,有,,0,0
440863,5,2,3,有,有,,0,0
440864,0,0,0,有,有,坡道平面,27.45000076,450000
440865,0,0,0,有,有,坡道平面,30.04000092,550000
440866,3,1,1,有,有,,0,0
440867,2,1,1,有,有,,0,0
440868,3,2,2,有,有,,0,0
440869,4,2,2,有,無,,0,0
440870,1,1,1,有,有,,0,0
440871,4,3,3,有,有,,0,0
440872,4,2,3,有,無,,0,0
440873,3,2,2,有,有,坡道平面,0,0
440874,2,1,1,有,無,升降平面,0,0
440875,3,2,2,有,有,,0,0
440876,2,2,2,有,有,坡道平面,0,0
440877,3,2,2,有,有,坡道平面,0,0
440878,4,2,2,有,無,,0,0
440879,1,1,1,有,有,,0,0
440880,3,1,2,有,無,,0,0
440881,3,2,2,有,有,,0,0
440882,1,1,1,有,有,,0,0
440883,3,2,1,有,無,,0,0
440884,3,1,1,有,無,,0,0
440885,3,2,2,有,有,,0,0
440886,5,2,2,有,無,,0,0
440887,3,2,2,有,有,,0,0
440888,3,2,2,有,有,坡道平面,0,0
440889,3,2,1,有,無,,0,0
440890,3,2,1,有,無,,0,0
440891,3,1,1,有,無,,0,0
440892,2,1,1,有,有,,0,0
440893,5,2,2,有,無,,0,0
440894,3,2,2,有,有,,0,0
440895,2,2,1,有,無,,0,0
440896,0,0,0,有,有,坡道平面,34.16999817,280000
440897,3,2,2,有,無,,0,0
440898,3,1,1,有,無,,0,0
440899,3,2,2,有,有,坡道平面,34.99000168,0
440900,3,2,2,有,有,,0,0
440901,3,2,2,有,有,坡道平面,19.64999962,800000
440902,3,2,2,有,有,坡道平面,19.64999962,950000
440903,3,2,2,有,有,坡道平面,19.64999962,1000000
440904,3,2,2,有,有,坡道平面,19.64999962,800000
440905,3,2,2,有,有,坡道平面,19.64999962,1000000
440906,3,2,2,有,有,坡道機械,19.63999939,1200000
440907,3,2,2,有,有,,0,0
440908,3,2,2,有,有,,0,0
440909,3,2,2,有,有,坡道機械,19.63999939,1200000
440910,7,2,4,有,無,,0,0
440911,3,1,1,有,無,,0,0
440912,1,0,1,有,有,,0,0
440913,1,1,1,有,有,,0,0
440914,3,2,1,有,無,,0,0
440915,1,1,1,有,有,,0,0
440916,3,2,2,有,有,一樓平面,31.62999916,750000
440917,3,2,2,有,無,坡道平面,28.62000084,900000
440918,3,2,2,有,無,坡道平面,32.04000092,950000
440919,3,2,2,有,無,,0,0
440920,3,2,2,有,無,坡道平面,28.62000084,900000
440921,3,2,2,有,有,,0,0
440922,3,2,2,有,無,,0,0
440923,3,2,2,有,無,,0,0
440924,3,2,2,有,有,,0,0
440925,3,2,2,有,有,,0,0
440926,3,2,2,有,有,,0,0
440927,0,0,3,有,無,,0,0
440928,4,3,6,有,有,坡道平面,0,0
440929,2,2,2,有,有,,0,0
440930,3,2,2,有,無,,0,0
440931,5,2,3,有,有,,0,0
440932,3,2,2,有,無,,0,0
440933,0,0,0,有,無,,0,0
440934,4,2,2,有,有,,0,0
440935,3,2,2,有,無,,0,0
440936,3,1,1,有,無,,0,0
440937,3,2,2,有,有,坡道平面,19.64999962,950000
440938,3,2,2,有,有,坡道機械,19.63999939,1000000
440939,4,2,3,有,有,坡道平面,25.14999962,1450000
440940,3,2,2,有,有,,0,0
440941,4,2,3,有,有,坡道平面,25.14999962,1350000
