ID,F30,F32,F00,F01,F11
443351,RPPNMLPKNHIFFBC47DA,C,信義區,3,2
443352,RPQOMLQKNHIFFBC77DA,C,中正區,3,3
443353,RPXNMLLKOHIFFBC97DA,C,中正區,3,8
443354,RPWNMLOKOHIFFBC18DA,C,信義區,3,2
443355,RPQNMLOLNHIFFBC47CA,C,中正區,3,7
443356,RPRNMLPKNHIFFBC57CA,C,信義區,4,9
443357,RPPOMLQKNHIFFCC67CA,C,安樂區,3,2
443358,RPVNMLQKNHIFFCC18CA,C,暖暖區,3,2
443359,RPVNMLLMNHIFFCC87CA,C,七堵區,3,9
443360,RPOOMLNJOHIFFCC27CA,C,七堵區,3,5
443361,RPVNMLPJOHIFFCC08CA,C,七堵區,4,3
443362,RPUNMLRLNHIFFCC28CA,C,暖暖區,4,3
443363,RPVNMLRLNHIFFCC38CA,C,暖暖區,4,3
443364,RPTOMLOLNHIFFCC97CA,C,七堵區,3,2
443365,RPVOMLKKOHIFFCC77CA,C,安樂區,3,2
443366,RPXNMLPJOHIFFCC28CA,C,暖暖區,1,4
443367,RPOOMLRLNHIFFCC77CA,C,安樂區,4,8
443368,RPUNMLMLNHIFFCC77CA,C,安樂區,3,2
443369,RPQNMLKLNHIFFCC17CA,C,安樂區,3,3
443370,RPSNMLKLNHIFFCC37CA,C,七堵區,3,2
443371,RPSOMLKLNHIFFCC47CA,C,安樂區,4,9
443372,RPVNMLKLNHIFFCC67CA,C,暖暖區,4,9
443373,RPPPMLKLNHIFFCC27CA,C,安樂區,3,2
443374,RPQOMLOJOHIFFCC57CA,C,七堵區,4,2
443375,RPUNMLOJOHIFFCC87CA,C,七堵區,3,3
443376,RPROMLRKNHIFFCC97CA,C,安樂區,3,9
443377,RPPOMLPKNHIFFCC57CA,C,暖暖區,3,2
443378,RPPNMLRKNHIFFBC57CA,C,中正區,3,2
443379,RPTNMLQKNHIFFBC87CA,C,中正區,3,2
443380,RPUPMLKLNHIFFBC67CA,C,中正區,4,3
443381,RPVOMLRLNHIFFBC38CA,C,中正區,1,4
443382,RPTNMLSLNHIFFBC18CA,C,中正區,3,2
443383,RPPPMLRLNHIFFBC87CA,C,中正區,3,3
443384,RPWPMLKLNHIFFBC87CA,C,中正區,3,2
443385,RPSOMLLLNHIFFBC57DA,C,信義區,4,9
443386,RPWNMLQKNHIFFBC28DA,C,中正區,3,7
443387,RPPNMLNLNHIFFBC37DA,C,信義區,3,5
443388,RPRPMLKLNHIFFCC57DA,C,安樂區,3,3
443389,RPQNMLQKNHIFFCC77DA,C,暖暖區,3,2
443390,RPUNMLQKNHIFFCC18DA,C,安樂區,3,2
443391,RPVPMLKLNHIFFCC97DA,C,七堵區,4,8
443392,RPQNMLKLNHIFFCC37EA,C,七堵區,1,4
443393,RPSOMLQKNHIFFCC18EA,C,安樂區,3,2
443394,RPPNMLKMNHIFFBC27EA,C,仁愛區,3,9
443395,RPUNMLMLNHIFFBC87EA,C,中正區,3,3
443396,RPPOMLLLNHIFFBC37EA,C,信義區,4,9
443397,RPVNMLRKNHIFFCC48EA,C,暖暖區,3,9
443398,RPPNMLKLNHIFFCC27EA,C,七堵區,3,2
443399,RPPNMLMLNHIFFCC37DA,C,安樂區,3,3
443400,RPTPMLKLNHIFFCC77DA,C,暖暖區,3,2
443401,RPOPMLTLNHIFFBC08DA,C,中正區,4,3
443402,RPTNMLLLNHIFFBC57DA,C,中正區,3,2
443403,RPPOMLLLNHIFFBC27DA,C,中正區,3,5
443404,RPRNMLRKNHIFFBC87DA,C,中正區,1,4
443405,RPUNMLKLNHIFFBC57DA,C,信義區,3,2
443406,RPOPMLKLNHIFFBC07CA,C,中正區,4,3
443407,RPPPMLKLNHIFFBC17CA,C,中正區,4,3
443408,RPQPMLKLNHIFFBC27CA,C,中正區,4,3
443409,RPTPMLKLNHIFFBC57CA,C,中正區,4,3
443410,RPSOMLKLNHIFFBC37CA,C,信義區,4,2
443411,RPSNMLRKNHIFFBC87CA,C,仁愛區,3,5
443412,RPPNMLSKNHIFFBC67CA,C,中正區,4,3
443413,RPUNMLSLNHIFFBC28CA,C,信義區,3,2
443414,RPVNMLTLNHIFFBC48CA,C,中正區,3,2
443415,RPPOMLTLNHIFFBC97CA,C,信義區,4,9
443416,RPROMLTLNHIFFBC18CA,C,中正區,3,3
443417,RPQNMLLJOHIFFBC07CA,C,仁愛區,3,2
443418,RPRNMLQJOHIFFBC67CA,C,仁愛區,3,7
443419,RPPOMLQJOHIFFBC57CA,C,中正區,3,9
443420,RPROMLQJOHIFFBC77CA,C,中正區,4,9
443421,RPQOMLRKNHIFFCC87CA,C,中山區,3,2
443422,RPUOMLQKNHIFFCC18CA,C,安樂區,4,3
443423,RPROMLQKNHIFFCC87CA,C,安樂區,3,9
443424,RPSOMLQKNHIFFCC97CA,C,安樂區,3,3
443425,RPQOMLTLNHIFFCC18CA,C,中山區,3,2
443426,RPVOMLRLNHIFFCC48CA,C,安樂區,3,3
443427,RPROMLSLNHIFFCC18CA,C,安樂區,3,2
443428,RPUOMLSLNHIFFCC48CA,C,安樂區,3,2
443429,RPXOMLKLNHIFFCC97CA,C,暖暖區,4,2
443430,RPOPMLKLNHIFFCC17CA,C,安樂區,4,3
443431,RPUOMLKLNHIFFCC67CA,C,安樂區,4,3
443432,RPOOMLKLNHIFFCC07CA,C,安樂區,3,3
443433,RPPOMLMLNHIFFCC37CA,C,七堵區,4,11
443434,RPTNMLOLNHIFFCC87CA,C,安樂區,3,3
443435,RPQNMLTJOHIFFCC97CA,C,暖暖區,3,3
443436,RPQOMLKKOHIFFCC27CA,C,七堵區,4,3
443437,RPROMLKKOHIFFCC37CA,C,七堵區,4,3
443438,RPWNMLMLNHIFFCC97CA,C,七堵區,4,9
443439,RPUNMLKLNHIFFCC57CA,C,七堵區,3,2
443440,RPSNMLTKNHIFFCC18CA,C,中山區,3,2
443441,RPWOMLKLNHIFFCC87CA,C,暖暖區,1,4
443442,RPTOMLKLNHIFFCC57CA,C,安樂區,4,3
443443,RPOOMLSLNHIFFCC87CA,C,暖暖區,4,3
443444,RPQOMLSLNHIFFCC08CA,C,安樂區,3,2
443445,RPRNMLLMNHIFFCC47CA,C,安樂區,1,4
443446,RPOOMLTJQHIFFCC08CA,C,七堵區,3,8
443447,RPTOMLQJOHIFFBC97CA,C,中正區,4,9
443448,RPXNMLTLNHIFFBC68CA,C,信義區,3,9
443449,RPOOMLTLNHIFFBC87CA,C,信義區,4,9
443450,RPXNMLSLNHIFFBC58CA,C,中正區,3,2
443451,RPTNMLNLNHIFFBC67CA,C,中正區,3,3
443452,RPWOMLKLNHIFFBC77CA,C,仁愛區,3,3
443453,RPSNMLMLNHIFFBC47CA,C,中正區,3,2
443454,RPRNMLMKOHIFFBC37CA,C,信義區,3,9
443455,RPPNMLKKOHIFFBC96CA,C,仁愛區,4,2
443456,RPWNMLRJOHIFFBC28CA,C,信義區,3,9
443457,RPTNMLNKOHIFFBC67CA,C,信義區,3,9
443458,RPTQMLQJOHIFFBC28DA,C,中正區,3,3
443459,RPSPMLKLNHIFFCC67DA,C,七堵區,3,2
443460,RPWNMLLLNHIFFCC97DA,C,安樂區,3,2
443461,RPSNMLLLNHIFFBC47DA,C,信義區,3,2
443462,RPQNMLMLNHIFFBC37DA,C,中正區,3,8
443463,RPQNMLRKOHIFFCC08EA,C,安樂區,3,3
443464,RPQNMLSLNHIFFCC18EA,C,中山區,3,2
443465,RPRNMLSLNHIFFCC28EA,C,中山區,3,2
443466,RPXOMLKLNHIFFBC08EA,C,信義區,3,9
443467,RPRNMLRKOHIFFBC87CA,C,中正區,4,3
443468,RPOOMLKKOHIFFBC96CA,C,中正區,3,3
443469,RPUOMLLLNHIFFBC67CA,C,中正區,3,3
443470,RPVOMLLLNHIFFBC77CA,C,信義區,4,8
443471,RPUNMLLLNHIFFBC57CA,C,信義區,3,2
443472,RPQNMLNLNHIFFBC37CA,C,信義區,3,2
443473,RPPNMLRLNHIFFBC67CA,C,仁愛區,3,2
443474,RPQPMLRLNHIFFBC97CA,C,中正區,3,7
443475,RPQOMLRLNHIFFBC87CA,C,中正區,2,4
443476,RPXOMLQJOHIFFBC38CA,C,仁愛區,4,3
443477,RPPOMLKMNHIFFCC27CA,C,安樂區,3,3
443478,RPQOMLRLNHIFFCC97CA,C,暖暖區,4,3
443479,RPROMLRLNHIFFCC08CA,C,暖暖區,4,3
443480,RPSOMLRLNHIFFCC18CA,C,暖暖區,4,3
443481,RPUOMLRLNHIFFCC38CA,C,暖暖區,4,3
443482,RPXNMLRLNHIFFCC58CA,C,安樂區,3,8
443483,RPXNMLOLNHIFFCC28CA,C,暖暖區,3,9
443484,RPUNMLLKOHIFFCC67CA,C,七堵區,1,4
443485,RPPNMLQLNHIFFCC67CA,C,安樂區,4,8
443486,RPRNMLQLNHIFFCC87CA,C,安樂區,3,3
443487,RPUOMLOLNHIFFCC08CA,C,暖暖區,3,3
443488,RPSOMLNLNHIFFCC77CA,C,安樂區,3,2
443489,RPWNMLNLNHIFFCC08CA,C,安樂區,1,4
443490,RPTNMLTLNHIFFCC38CA,C,安樂區,3,2
443491,RPWOMLNJOHIFFBC97CA,C,中正區,4,3
443492,RPPNMLLJOHIFFBC96CA,C,中正區,4,3
443493,RPTNMLTLNHIFFBC28CA,C,中正區,3,3
443494,RPSOMLTLNHIFFBC28CA,C,中正區,3,2
443495,RPXNMLRLNHIFFBC48CA,C,中正區,2,4
443496,RPOOMLRLNHIFFBC67CA,C,中正區,2,4
443497,RPPOMLRLNHIFFBC77CA,C,中正區,3,3
443498,RPRPMLRLNHIFFBC08CA,C,中正區,3,7
443499,RPVPMLRLNHIFFBC48CA,C,信義區,4,9
443500,RPOOMLOLNHIFFBC37CA,C,中正區,3,7
443501,RPUNMLNLNHIFFBC77CA,C,中正區,3,3
443502,RPVNMLLLNHIFFBC67CA,C,中正區,3,8
443503,RPOOMLMLNHIFFBC17CA,C,信義區,3,2
443504,RPQOMLMKOHIFFBC37CA,C,中正區,3,8
443505,RPQNMLMKOHIFFBC27CA,C,信義區,3,2
443506,RPXNMLSKOHIFFBC58CA,C,中正區,4,8
443507,RPXNMLTKOHIFFBC68CA,C,中正區,3,2
443508,RPSNMLPKOHIFFBC77CA,C,仁愛區,1,4
443509,RPPNMLMLNHIFFBC37EA,C,中正區,1,4
443510,RPXNMLNKOHIFFCC38EA,C,七堵區,1,4
443511,RPOOMLNKOHIFFCC57EA,C,七堵區,1,4
443512,RPPPMLTKOHIFFCC38EA,C,暖暖區,4,9
443513,RPWNMLOLNHIFFBC18DA,C,中正區,3,3
443514,RPPPMLTLNHIFFBC18DA,C,中正區,3,2
443515,RPSNMLNLNHIFFBC67DA,C,仁愛區,3,2
443516,RPXNMLKLOHIFFBC97DA,C,信義區,3,2
443517,RPQNMLOLNHIFFCC67DA,C,安樂區,4,3
443518,RPTNMLLMNHIFFCC77DA,C,中山區,3,8
443519,RPTOMLMLNHIFFCC87DA,C,安樂區,3,2
443520,RPVNMLOJOHIFFBC97DA,C,中正區,3,7
443521,RPOOMLNLNHIFFBC37DA,C,中正區,3,7
443522,RPTNMLKLOHIFFCC77EA,C,安樂區,3,2
443523,RPQNMLNLNHIFFCC67EA,C,中山區,3,2
443524,RPTNMLOLNHIFFBC77CA,C,中正區,3,8
443525,RPXNMLKMNHIFFBC87CA,C,信義區,3,2
443526,RPROMLKMNHIFFBC37CA,C,信義區,3,2
443527,RPPOMLNJOHIFFBC27CA,C,信義區,3,2
443528,RPTNMLQJOHIFFBC87CA,C,中正區,3,3
443529,RPWPMLQJOHIFFBC38CA,C,中正區,2,4
443530,RPXPMLQJOHIFFBC48CA,C,中正區,2,4
443531,RPOQMLQJOHIFFBC67CA,C,中正區,2,4
443532,RPPQMLQJOHIFFBC77CA,C,中正區,2,4
443533,RPQQMLQJOHIFFBC87CA,C,中正區,2,4
443534,RPRQMLQJOHIFFBC97CA,C,中正區,2,4
443535,RPSQMLQJOHIFFBC08CA,C,中正區,2,4
443536,RPUNMLKMNHIFFCC67CA,C,安樂區,3,3
443537,RPVOMLSLNHIFFCC58CA,C,七堵區,4,3
443538,RPOPMLRLNHIFFCC87CA,C,暖暖區,3,3
443539,RPPNMLSLNHIFFCC87CA,C,安樂區,3,2
443540,RPWNMLSLNHIFFCC58CA,C,中山區,3,2
443541,RPRNMLRLNHIFFCC97CA,C,安樂區,3,2
443542,RPQPMLNJOHIFFCC57CA,C,七堵區,1,4
443543,RPOOMLOJOHIFFCC37CA,C,七堵區,3,2
443544,RPSOMLNJOHIFFCC67CA,C,安樂區,4,3
443545,RPSNMLQLNHIFFCC97CA,C,七堵區,4,11
443546,RPRNMLPLNHIFFCC77CA,C,中山區,3,2
443547,RPTNMLRLNHIFFCC18CA,C,暖暖區,4,9
443548,RPSNMLRKOHIFFCC08CA,C,安樂區,3,2
443549,RPPNMLSKOHIFFCC87CA,C,安樂區,3,3
443550,RPQOMLQJOHIFFCC77CA,C,七堵區,3,2
443551,RPQNMLRJOHIFFCC77CA,C,七堵區,3,2
443552,RPVOMLQJOHIFFCC28CA,C,中山區,3,2
443553,RPRNMLQJOHIFFCC77CA,C,安樂區,3,2
443554,RPTNMLKKOHIFFCC47CA,C,安樂區,3,3
443555,RPWNMLKKOHIFFCC77CA,C,安樂區,3,3
443556,RPPNMLTKOHIFFCC97CA,C,中山區,3,2
443557,RPOOMLOLNHIFFCC47CA,C,中山區,3,8
443558,RPPOMLOLNHIFFCC57CA,C,暖暖區,3,9
443559,RPQNMLRLNHIFFCC87CA,C,七堵區,4,9
443560,RPQNMLPLNHIFFCC67CA,C,七堵區,3,2
443561,RPWNMLOLNHIFFCC18CA,C,七堵區,1,4
443562,RPRNMLOJOHIFFCC57CA,C,七堵區,1,4
443563,RPSNMLLMNHIFFCC57CA,C,七堵區,4,9
443564,RPQNMLKMNHIFFBC17CA,C,信義區,3,2
443565,RPVNMLRLNHIFFBC28CA,C,仁愛區,3,8
443566,RPQNMLTLNHIFFBC97CA,C,中正區,3,3
443567,RPXNMLOLNHIFFBC18CA,C,中正區,4,3
443568,RPRNMLQLNHIFFBC77CA,C,中正區,3,2
443569,RPOPMLRLNHIFFBC77CA,C,信義區,4,3
443570,RPSNMLMKOHIFFBC47CA,C,信義區,3,9
443571,RPTNMLMKOHIFFBC57CA,C,信義區,3,9
443572,RPUNMLMKOHIFFBC67CA,C,信義區,4,9
443573,RPPNMLRLNHIFFCC97EA,C,中山區,3,2
443574,RPVNMLTLNHIFFCC78EA,C,安樂區,3,9
443575,RPXNMLMJPHIFFCC28EA,C,安樂區,3,2
443576,RPXNMLOKOHIFFBC38EA,C,信義區,4,9
443577,RPOOMLKLOHIFFBC17DA,C,仁愛區,3,8
443578,RPXNMLSLNHIFFCC78DA,C,安樂區,3,7
443579,RPTOMLRLNHIFFCC38DA,C,安樂區,3,2
443580,RPWOMLRLNHIFFCC68DA,C,安樂區,3,2
443581,RPTOMLTLNHIFFCC58DA,C,暖暖區,3,3
443582,RPPNMLPLNHIFFCC67DA,C,中山區,3,2
443583,RPVNMLKMNHIFFCC87DA,C,七堵區,4,3
443584,RPWNMLKMNHIFFCC97DA,C,七堵區,3,2
443585,RPQNMLOJOHIFFCC57DA,C,安樂區,3,5
443586,RPRNMLNKOHIFFCC67DA,C,安樂區,3,2
443587,RPSNMLOLNHIFFBC77DA,C,中正區,3,2
443588,RPTNMLRLNHIFFBC18DA,C,信義區,4,5
443589,RPUNMLRLNHIFFBC28DA,C,信義區,2,5
443590,RPSNMLSLNHIFFBC18DA,C,中正區,3,3
443591,RPSNMLTLNHIFFBC28DA,C,中正區,3,2
443592,RPPNMLMJOHIFFBC17DA,C,信義區,4,9
443593,RPSOMLSLOHIFFCC58EA,C,安樂區,3,2
443594,RPTOMLSLOHIFFCC68EA,C,安樂區,3,2
443595,RPTNMLRLOHIFFCC48EA,C,安樂區,3,3
443596,RPUNMLRJOHIFFBC08CA,C,中正區,4,3
443597,RPROMLKKOHIFFBC27CA,C,中正區,3,3
443598,RPPOMLNKOHIFFBC37CA,C,信義區,4,9
443599,RPWOMLNKOHIFFBC08CA,C,信義區,1,4
443600,RPPNMLSLNHIFFBC77CA,C,信義區,3,2
443601,RPQNMLSLNHIFFBC87CA,C,信義區,3,8
443602,RPRNMLRLNHIFFBC87CA,C,中正區,3,2
443603,RPOOMLLMNHIFFBC17CA,C,中正區,3,7
443604,RPXOMLNJOHIFFBC08CA,C,中正區,3,2
443605,RPOOMLKMNHIFFCC17CA,C,安樂區,3,2
443606,RPWNMLLMNHIFFCC97CA,C,安樂區,3,2
443607,RPTNMLSLNHIFFCC28CA,C,中山區,3,1
443608,RPQNMLLJOHIFFCC17CA,C,七堵區,1,4
443609,RPRNMLOLNHIFFCC67CA,C,七堵區,3,2
443610,RPSNMLOLNHIFFCC77CA,C,暖暖區,3,2
443611,RPRNMLRJOHIFFCC87CA,C,安樂區,4,2
443612,RPSOMLKKOHIFFCC47CA,C,七堵區,4,3
443613,RPTOMLKKOHIFFCC57CA,C,七堵區,4,3
443614,RPUOMLKKOHIFFCC67CA,C,七堵區,2,3
443615,RPVNMLOKOHIFFCC08CA,C,七堵區,3,3
443616,RPTOMLRKOHIFFCC28CA,C,安樂區,3,2
443617,RPPNMLLJOHIFFCC07CA,C,七堵區,1,4
443618,RPROMLNJOHIFFCC57CA,C,中山區,3,2
443619,RPSPMLNJOHIFFCC77CA,C,暖暖區,1,4
443620,RPPNMLOJOHIFFCC37CA,C,安樂區,3,3
443621,RPSNMLSLNHIFFCC18CA,C,安樂區,1,4
443622,RPPNMLTLNHIFFCC97CA,C,七堵區,3,2
443623,RPTOMLSLNHIFFCC38CA,C,安樂區,4,9
443624,RPXNMLLMNHIFFCC08CA,C,安樂區,3,2
443625,RPOOMLLMNHIFFCC27CA,C,暖暖區,4,3
443626,RPSOMLOJOHIFFBC67CA,C,信義區,3,9
443627,RPROMLLMNHIFFBC47CA,C,中正區,3,2
443628,RPWOMLLMNHIFFBC97CA,C,信義區,3,9
443629,RPUNMLKMNHIFFBC57CA,C,中正區,1,4
443630,RPUNMLNJOHIFFBC67CA,C,信義區,3,2
443631,RPRNMLTLNHIFFBC08CA,C,中正區,2,4
443632,RPROMLRLNHIFFBC97CA,C,信義區,3,9
443633,RPSOMLRLNHIFFBC08CA,C,信義區,4,2
443634,RPPOMLSKOHIFFBC87CA,C,仁愛區,4,3
443635,RPPOMLTKOHIFFBC97CA,C,中正區,4,3
443636,RPPPMLSKOHIFFBC97CA,C,信義區,4,8
443637,RPQPMLSKOHIFFBC08CA,C,中正區,3,2
443638,RPUNMLPLOHIFFCC38EA,C,七堵區,3,2
443639,RPXOMLRKPHIFFCC98EA,C,安樂區,1,4
443640,RPWNMLRLNHIFFCC58DA,C,安樂區,3,3
443641,RPPOMLRLNHIFFCC97DA,C,安樂區,4,3
443642,RPUOMLTLNHIFFCC68DA,C,七堵區,3,2
443643,RPRNMLTLNHIFFCC28DA,C,安樂區,3,9
443644,RPXOMLRLNHIFFCC78DA,C,暖暖區,3,2
443645,RPQNMLTLNHIFFCC18DA,C,暖暖區,3,2
443646,RPPNMLKMNHIFFCC27DA,C,七堵區,3,3
443647,RPRNMLKMNHIFFBC37DA,C,仁愛區,3,9
443648,RPTNMLKMNHIFFBC57DA,C,信義區,3,8
443649,RPPOMLLMNHIFFBC37DA,C,仁愛區,3,9
443650,RPSNMLOJOHIFFBC67DA,C,中正區,3,3
443651,RPWNMLQJOHIFFBC28DA,C,信義區,3,9
443652,RPQOMLPLOHIFFCC08EA,C,七堵區,3,2
443653,RPSNMLLKOHIFFCC67EA,C,安樂區,3,2
443654,RPSNMLLKOHIFFBC37CA,C,仁愛區,3,8
443655,RPVNMLRJOHIFFBC18CA,C,信義區,4,9
443656,RPPOMLKMNHIFFBC17CA,C,仁愛區,3,7
443657,RPQNMLPJOHIFFBC47CA,C,信義區,3,2
443658,RPOOMLNJOHIFFBC17CA,C,中正區,4,3
443659,RPUNMLLMNHIFFCC77CA,C,中山區,3,8
443660,RPXNMLNJOHIFFCC08CA,C,七堵區,3,8
443661,RPRNMLLJOHIFFCC27CA,C,暖暖區,4,3
443662,RPPNMLMJOHIFFCC17CA,C,安樂區,3,2
443663,RPUNMLOLOHIFFCC08CA,C,暖暖區,3,9
443664,RPSNMLQLOHIFFCC08CA,C,暖暖區,2,4
443665,RPVOMLNKOHIFFCC08CA,C,中山區,3,3
443666,RPUNMLKKOHIFFCC57CA,C,七堵區,3,9
443667,RPVNMLRJOHIFFCC28CA,C,暖暖區,4,3
443668,RPPNMLRJOHIFFCC67CA,C,中山區,3,2
443669,RPWOMLQJOHIFFCC38CA,C,安樂區,3,8
443670,RPQNMLTKOHIFFCC08CA,C,安樂區,3,2
443671,RPQNMLKLOHIFFCC27CA,C,安樂區,3,9
443672,RPPNMLNJOHIFFCC27CA,C,七堵區,3,2
443673,RPRNMLNJOHIFFCC47CA,C,安樂區,4,2
443674,RPSNMLNJOHIFFCC57CA,C,中山區,3,8
443675,RPSNMLLJOHIFFCC37CA,C,暖暖區,4,3
443676,RPUOMLNJOHIFFCC87CA,C,暖暖區,3,9
443677,RPROMLLMNHIFFCC57CA,C,安樂區,3,2
443678,RPSPMLQJOHIFFBC97CA,C,中正區,3,2
443679,RPQOMLKMNHIFFBC27CA,C,中正區,3,3
443680,RPQPMLTLNHIFFBC18CA,C,仁愛區,3,2
443681,RPSOMLKKOHIFFBC37CA,C,中正區,3,8
443682,RPWNMLMKOHIFFBC87CA,C,信義區,3,9
443683,RPXNMLMKOHIFFBC97CA,C,信義區,4,9
443684,RPOOMLMKOHIFFBC17CA,C,信義區,4,9
443685,RPPOMLMKOHIFFBC27CA,C,信義區,3,9
443686,RPPNMLMKOHIFFBC17CA,C,信義區,3,2
443687,RPRNMLSKOHIFFBC97CA,C,中正區,4,3
443688,RPOOMLOKOHIFFBC37CA,C,仁愛區,3,2
443689,RPPNMLLMNHIFFBC37EA,C,中正區,3,2
443690,RPUOMLLMNHIFFBC87DA,C,中正區,3,3
443691,RPSNMLPJOHIFFBC77DA,C,中正區,2,4
443692,RPSNMLQJOHIFFBC87DA,C,中正區,3,3
443693,RPQOMLLMNHIFFBC47DA,C,中正區,3,9
443694,RPTOMLKMNHIFFBC67DA,C,信義區,3,9
443695,RPSOMLLMNHIFFBC67DA,C,中正區,3,7
443696,RPTOMLLMNHIFFBC77DA,C,仁愛區,3,2
443697,RPXNMLQJOHIFFBC38DA,C,中正區,3,3
443698,RPOOMLSKOHIFFBC87DA,C,中正區,4,3
443699,RPVOMLQJOHIFFCC48EA,C,七堵區,3,2
443700,RPUNMLNKOHIFFBC77CA,C,中正區,3,3
443701,RPTNMLSKOHIFFBC18CA,C,仁愛區,4,3
443702,RPUOMLKKOHIFFBC57CA,C,中正區,3,3
443703,RPTNMLLKOHIFFBC47CA,C,中正區,4,3
443704,RPSPMLSKOHIFFBC28CA,C,中正區,3,9
443705,RPOOMLTKOHIFFBC87CA,C,中正區,4,3
443706,RPTOMLOLOHIFFBC97CA,C,中正區,2,4
443707,RPWNMLNJOHIFFBC87CA,C,中正區,3,2
443708,RPPNMLNJOHIFFBC17CA,C,仁愛區,5,2
443709,RPOOMLKMNHIFFBC07CA,C,中正區,2,4
443710,RPUOMLNJOHIFFBC77CA,C,信義區,3,9
443711,RPTNMLRJOHIFFBC97CA,C,信義區,3,2
443712,RPUNMLPJOHIFFBC87CA,C,信義區,4,9
443713,RPQOMLLMNHIFFCC47CA,C,中山區,3,2
443714,RPVOMLNJOHIFFCC97CA,C,中山區,3,2
443715,RPTOMLNJOHIFFCC77CA,C,安樂區,3,3
443716,RPQOMLNJOHIFFCC47CA,C,暖暖區,3,2
443717,RPWNMLPJOHIFFCC18CA,C,七堵區,3,2
443718,RPROMLOJOHIFFCC67CA,C,七堵區,3,5
443719,RPQQMLSKOHIFFCC28CA,C,七堵區,3,2
443720,RPUOMLQJOHIFFCC18CA,C,安樂區,3,9
443721,RPTNMLQJOHIFFCC97CA,C,七堵區,1,4
443722,RPWNMLQJOHIFFCC28CA,C,七堵區,1,4
443723,RPWOMLKKOHIFFCC87CA,C,安樂區,4,9
443724,RPTNMLLKOHIFFCC57CA,C,安樂區,1,4
443725,RPRNMLKKOHIFFCC27CA,C,安樂區,3,3
443726,RPVNMLSKOHIFFCC48CA,C,七堵區,3,3
443727,RPPNMLLKOHIFFCC17CA,C,七堵區,4,9
443728,RPUNMLRJOHIFFCC18CA,C,安樂區,3,2
443729,RPVNMLKKOHIFFCC67CA,C,七堵區,3,8
443730,RPOOMLKKOHIFFCC07CA,C,安樂區,3,2
443731,RPUNMLQJOHIFFCC08CA,C,七堵區,1,4
443732,RPVNMLQJOHIFFCC18CA,C,七堵區,1,4
443733,RPXOMLQJOHIFFCC48CA,C,暖暖區,3,9
443734,RPRQMLSKOHIFFCC38CA,C,安樂區,3,3
443735,RPRPMLTKOHIFFCC38CA,C,安樂區,3,2
443736,RPRNMLPJOHIFFCC67CA,C,安樂區,3,2
443737,RPVNMLOJOHIFFCC97CA,C,七堵區,3,9
443738,RPOPMLNJOHIFFBC27CA,C,中正區,3,2
443739,RPSOMLNJOHIFFBC57CA,C,中正區,4,3
443740,RPTOMLNJOHIFFBC67CA,C,中正區,3,3
443741,RPPOMLOJOHIFFBC37CA,C,中正區,4,9
443742,RPQOMLOJOHIFFBC47CA,C,仁愛區,3,3
443743,RPTPMLQJOHIFFBC08CA,C,信義區,3,2
443744,RPVQMLQJOHIFFBC38CA,C,中正區,3,3
443745,RPWQMLQJOHIFFBC48CA,C,中正區,2,4
443746,RPQNMLNJOHIFFBC27CA,C,中正區,3,3
443747,RPRNMLNJOHIFFBC37CA,C,中正區,3,3
443748,RPVNMLKKOHIFFBC57CA,C,中正區,3,9
443749,RPPPMLLJPHIFFBC27CA,C,中正區,3,2
443750,RPQNMLNJOHIFFCC57EA,C,安樂區,3,2
443751,RPQOMLQLOHIFFCC18EA,C,七堵區,3,8
443752,RPSNMLNJOHIFFBC57DA,C,中正區,4,3
443753,RPTNMLNJOHIFFCC77DA,C,安樂區,3,2
443754,RPUNMLNJOHIFFCC87DA,C,安樂區,3,2
443755,RPVNMLNJOHIFFCC97DA,C,安樂區,4,9
443756,RPPNMLPJOHIFFCC57DA,C,安樂區,3,3
443757,RPVNMLQJOHIFFBC18DA,C,中正區,3,3
443758,RPVOMLQJOHIFFBC28DA,C,中正區,3,9
443759,RPUNMLQLOHIFFBC28DA,C,中正區,3,3
443760,RPTNMLPJOHIFFCC08EA,C,七堵區,3,2
443761,RPPOMLKKOHIFFBC07CA,C,信義區,3,2
443762,RPPOMLRJOHIFFBC67CA,C,仁愛區,4,9
443763,RPROMLNKOHIFFBC57CA,C,信義區,4,9
443764,RPOOMLPLOHIFFBC57CA,C,仁愛區,5,8
443765,RPPNMLRLOHIFFBC77CA,C,信義區,3,2
443766,RPWOMLSKOHIFFBC58CA,C,信義區,4,8
443767,RPOPMLSKOHIFFBC87CA,C,信義區,4,8
443768,RPTPMLSKOHIFFBC38CA,C,仁愛區,3,8
443769,RPWNMLOJOHIFFCC08CA,C,七堵區,4,9
443770,RPTNMLOJOHIFFCC77CA,C,七堵區,3,2
443771,RPSNMLPJOHIFFCC77CA,C,安樂區,3,2
443772,RPPOMLOJOHIFFCC47CA,C,七堵區,4,9
443773,RPOOMLOLOHIFFCC57CA,C,暖暖區,4,9
443774,RPTOMLQLOHIFFCC28CA,C,中山區,1,4
443775,RPUNMLKLOHIFFCC67CA,C,安樂區,3,3
443776,RPSOMLQJOHIFFCC97CA,C,安樂區,2,4
443777,RPTOMLQJOHIFFCC08CA,C,安樂區,3,3
443778,RPXNMLQJOHIFFCC38CA,C,七堵區,3,8
